n_legs_scanned,median_half_tk,mean_half_tk,p90_half_tk,p95_half_tk,p99_half_tk,sweep_rate,sharpe_paper,sharpe_tick_sim,cagr_tick_sim,mdd_tick_sim
9055,11.000000000003638,13.816344561017976,25.0,30.0,41.00000000000118,0.6175593594699061,5.1098207411478755,1.265450028838343,8.334340112303451,-4.112463163676229
